timestamp,views_count,views_uniques,clones_count,clones_uniques
2024-08-01,12,2,0.0,0.0
2024-08-02,7,2,3.0,3.0
2024-08-04,5,1,0.0,0.0
2024-08-06,1,1,0.0,0.0
2024-08-12,18,2,0.0,0.0
2024-08-13,14,5,0.0,0.0
2024-08-14,3,2,0.0,0.0
